YEAR,Rk,Team,Conf,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A,Age,PW,PL,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attend.,Attend./G
2004,1,San Antonio Spurs,W,57,25,0.695,7.22,103.01,94.79,8.23,7.51,102.62,94.09,8.53,27.3,62,20,0.29,7.51,102.2,94.1,89.2,0.322,0.177,0.511,0.473,14.1,29.5,0.219,0.433,14.8,74.6,0.215,SBC Center,"739,706","18,042"
2009,4,Orlando Magic,E,59,23,0.72,6.7,109.66,102.58,7.08,6.49,109.52,102.66,6.86,27.3,59,23,-0.21,6.48,109.2,101.9,92.3,0.351,0.335,0.559,0.52,13.4,24,0.251,0.465,12.3,75.9,0.209,Amway Arena,"698,768","17,043"
2008,30,Miami Heat,E,15,67,0.183,-8.65,101.13,110.8,-9.68,-8.53,101.12,110.64,-9.52,27.4,18,64,0.11,-8.53,100.5,110,90.2,0.3,0.217,0.522,0.482,14.4,22.1,0.218,0.51,13.6,71.9,0.245,AmericanAirlines Arena,"798,004","19,464"
2008,23,New Jersey Nets,E,34,48,0.415,-5.06,104.61,110.25,-5.64,-5.15,104.6,110.32,-5.72,27.4,27,55,-0.09,-5.15,104,109.4,91.5,0.347,0.222,0.528,0.481,14.2,26.6,0.255,0.497,12.7,73.8,0.271,Izod Center,"641,921","15,657"
2010,15,Charlotte Bobcats,E,44,38,0.537,1.46,105.26,103.87,1.39,1.3,105.2,103.97,1.22,27.4,45,37,-0.17,1.3,104.4,102.8,90.4,0.346,0.211,0.538,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.194,Time Warner Cable Arena,"648,520","15,818"
2006,15,Denver Nuggets,W,44,38,0.537,0.23,106.16,106.01,0.15,0.36,106.22,105.94,0.28,27.4,42,40,0.13,0.36,105.5,105.2,93.9,0.347,0.161,0.535,0.488,13.7,26.8,0.258,0.493,14.7,72,0.227,Pepsi Center,"702,555","17,135"
2011,18,Atlanta Hawks,E,44,38,0.537,-0.82,107.01,107.96,-0.95,-1.1,107.03,108.29,-1.26,27.4,39,43,-0.28,-1.1,106.1,107,89.3,0.269,0.222,0.542,0.501,13.5,23.4,0.209,0.495,12.3,74.6,0.211,Philips Arena,"641,596","15,649"
2001,12,Minnesota Timberwolves,W,47,35,0.573,1.35,106,104.4,1.61,1.81,106.12,104.01,2.11,27.4,45,37,0.46,1.81,105.2,103.7,91.8,0.253,0.131,0.523,0.482,13,28.6,0.199,0.478,14.2,71.9,0.238,Target Center,"717,371","17,497"
2004,6,Dallas Mavericks,W,52,30,0.634,4.44,113.01,108.1,4.92,4.86,113.3,107.92,5.37,27.4,53,29,0.42,4.86,112.1,107.4,93.2,0.256,0.201,0.536,0.495,11.1,31.4,0.204,0.498,13.9,71.6,0.214,American Airlines Center,"825,594","20,136"
2004,4,Detroit Pistons,E,54,28,0.659,5.84,103.18,96.48,6.7,5.04,102.81,97.01,5.81,27.4,59,23,-0.81,5.04,102,95.4,87.9,0.328,0.153,0.511,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202,The Palace of Auburn Hills,"872,902","21,290"
2017,3,Houston Rockets,W,55,27,0.671,5.77,115.59,109.96,5.63,5.84,115.7,109.98,5.72,27.4,55,27,0.08,5.84,114.7,109,100,0.304,0.462,0.583,0.545,13.3,24.6,0.233,0.519,13.2,75.8,0.194,Toyota Center,"695,903","16,973"
2009,3,Los Angeles Lakers,W,65,17,0.793,7.66,113.43,105.29,8.14,7.11,113,105.45,7.55,27.4,61,21,-0.55,7.11,112.8,104.7,94.3,0.299,0.217,0.555,0.513,12.3,29.4,0.23,0.49,14.2,73,0.213,STAPLES Center,"778,877","18,997"
2016,2,Golden State Warriors,W,73,9,0.89,10.76,115.18,104.32,10.86,10.38,115.01,104.53,10.49,27.4,65,17,-0.38,10.38,114.5,103.8,99.3,0.25,0.362,0.593,0.563,13.5,23.5,0.191,0.479,12.6,76,0.208,Oracle Arena,"803,436","19,596"
2005,29,New Orleans Hornets,W,18,64,0.22,-7.07,100.72,108.89,-8.17,-6.3,101,108.32,-7.32,27.5,21,61,0.78,-6.3,99.7,107.7,87.6,0.279,0.201,0.493,0.446,14.2,29.1,0.214,0.491,13.9,70.7,0.261,New Orleans Arena,"583,070","14,221"
2001,25,New Jersey Nets,E,26,56,0.317,-5.05,100.78,106.41,-5.63,-5.3,100.86,106.77,-5.91,27.5,26,56,-0.25,-5.3,100,105.5,91.8,0.328,0.165,0.504,0.452,13.9,25.7,0.249,0.488,14.9,70,0.258,Continental Airlines Arena,"556,573","13,575"
2004,22,Philadelphia 76ers,E,33,49,0.402,-2.49,100.29,103.04,-2.76,-2.95,100.28,103.54,-3.26,27.5,33,49,-0.46,-2.95,99.1,101.9,88,0.321,0.158,0.505,0.456,15.5,28.2,0.242,0.467,14.7,70.7,0.231,Wachovia Center,"788,128","19,223"
2012,20,Portland Trail Blazers,W,28,38,0.424,-0.62,106.56,107.24,-0.69,-0.21,106.4,106.64,-0.24,27.5,32,34,0.41,-0.22,105.7,106.4,91.2,0.263,0.255,0.531,0.488,13.4,26.3,0.209,0.504,14.1,72.8,0.199,Rose Garden Arena,"676,384","20,496"
2002,20,Washington Wizards,E,37,45,0.451,-1.4,105.67,107.16,-1.49,-1.58,105.92,107.62,-1.7,27.5,37,45,-0.17,-1.58,104.8,106.4,88.3,0.28,0.118,0.508,0.464,12.5,30.7,0.214,0.484,13,71.4,0.214,MCI Center,"847,634","20,674"
2010,20,New Orleans Hornets,W,37,45,0.451,-2.46,108.19,110.92,-2.73,-2.26,108.15,110.67,-2.52,27.5,34,48,0.19,-2.27,107.4,110.1,92.6,0.243,0.23,0.543,0.506,12.7,24.8,0.189,0.523,13.5,73.8,0.205,New Orleans Arena,"617,366","15,058"
2014,16,Atlanta Hawks,E,38,44,0.463,-0.48,106.71,107.26,-0.56,-0.88,106.74,107.71,-0.97,27.5,40,42,-0.4,-0.88,105.9,106.4,94.6,0.266,0.316,0.554,0.515,14.3,21,0.208,0.51,14,74.4,0.196,Philips Arena,"587,927","14,231"
2007,14,Los Angeles Clippers,W,40,42,0.488,-0.46,105.9,106.55,-0.65,-0.07,105.91,106.14,-0.22,27.5,40,42,0.39,-0.07,105.1,105.6,90.8,0.355,0.143,0.537,0.481,14.5,27.2,0.28,0.488,13.3,74.7,0.249,STAPLES Center,"755,261","18,421"
2000,7,Sacramento Kings,W,44,38,0.537,2.91,105.62,102.58,3.04,3.04,105.61,102.43,3.19,27.5,49,33,0.12,3.04,105,102.1,99.3,0.277,0.227,0.526,0.486,13.9,27.7,0.209,0.479,15.1,69.7,0.198,ARCO Arena (II),"720,033",
2012,18,Orlando Magic,E,37,29,0.561,0.79,105.65,104.87,0.78,0.46,105.77,105.36,0.41,27.5,35,31,-0.33,0.46,105,104.1,89,0.292,0.346,0.533,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19,Amway Center,"623,587","18,897"
2006,4,Phoenix Suns,W,54,28,0.659,5.55,112.27,106.45,5.82,5.48,112.32,106.58,5.74,27.5,55,27,-0.07,5.48,111.5,105.8,95.8,0.206,0.293,0.568,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,America West Arena,"730,179","17,809"
2006,3,Dallas Mavericks,W,60,22,0.732,6.07,112.87,105.73,7.14,5.96,113.06,106.07,6.99,27.5,58,24,-0.11,5.96,111.8,105,87.8,0.364,0.175,0.55,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257,American Airlines Center,"824,693","20,114"
2012,2,San Antonio Spurs,W,50,16,0.758,7.17,111.45,103.83,7.62,7.28,111.35,103.6,7.75,27.5,48,18,0.11,7.28,110.9,103.2,92.9,0.261,0.257,0.562,0.528,12.8,25.1,0.195,0.489,12.9,76,0.168,AT&T Center,"607,095","18,397"
2003,27,Toronto Raptors,E,24,58,0.293,-5.87,101.37,107.99,-6.62,-6.09,101.36,108.21,-6.85,27.6,24,58,-0.23,-6.1,100.5,107,89.9,0.282,0.179,0.497,0.458,13.6,28.2,0.203,0.489,13.1,70.7,0.226,Air Canada Centre,"777,507","18,964"
2010,26,Washington Wizards,E,26,56,0.317,-4.78,105.11,110.41,-5.3,-4.72,105.34,110.57,-5.23,27.6,28,54,0.06,-4.72,104.2,109.4,91.6,0.283,0.183,0.524,0.481,13.9,27.6,0.216,0.502,12.8,72.4,0.239,Verizon Center,"664,398","16,205"
2000,26,Atlanta Hawks,E,28,54,0.341,-5.38,102.68,108.46,-5.78,-5.41,102.68,108.5,-5.82,27.6,26,56,-0.04,-5.41,102,107.9,91.7,0.292,0.12,0.503,0.46,14.1,31.7,0.217,0.481,11.3,71,0.196,Philips Arena,"600,954",
2004,24,Toronto Raptors,E,33,49,0.402,-3.01,97.75,101.27,-3.53,-3.41,97.65,101.61,-3.95,27.6,31,51,-0.4,-3.42,97,100.4,86.8,0.26,0.204,0.495,0.454,14.1,23.8,0.195,0.449,14.1,70.1,0.241,Air Canada Centre,"750,608","18,308"
2017,23,Dallas Mavericks,W,33,49,0.402,-2.93,106.28,109.36,-3.08,-2.52,106.31,108.96,-2.65,27.6,33,49,0.4,-2.53,105.6,108.8,92.2,0.225,0.366,0.541,0.505,11.6,18.1,0.18,0.529,14.4,77.6,0.218,American Airlines Center,"811,366","19,789"
2004,17,Portland Trail Blazers,W,41,41,0.5,-1.27,104.58,106.04,-1.47,-0.58,104.74,105.45,-0.71,27.6,37,45,0.69,-0.58,103.7,105.1,86.2,0.267,0.17,0.515,0.478,14.4,31.2,0.195,0.482,13.3,70,0.186,Rose Garden Arena,"684,038","16,684"
2016,18,Chicago Bulls,E,42,40,0.512,-1.48,105.85,107.28,-1.43,-1.46,106.02,107.44,-1.42,27.6,37,45,0.01,-1.46,105,106.5,95.7,0.24,0.244,0.526,0.487,12.6,24.5,0.189,0.485,10.7,74.9,0.182,United Center,"894,659","21,821"
2018,12,New Orleans Pelicans,W,48,34,0.585,1.3,110.29,109.05,1.24,1.48,110.37,108.95,1.42,27.6,44,38,0.18,1.48,109.6,108.3,100.5,0.237,0.319,0.573,0.541,13.3,20,0.183,0.513,12.5,76.7,0.175,Smoothie King Center,"673,920","16,437"
2011,5,Orlando Magic,E,52,30,0.634,5.46,108.78,102.87,5.91,4.92,108.63,103.31,5.32,27.6,56,26,-0.54,4.92,107.9,102,91.2,0.328,0.328,0.554,0.521,14.3,26.1,0.227,0.475,13.3,76.9,0.219,Amway Center,"777,852","18,972"
2015,7,Houston Rockets,W,56,26,0.683,3.44,107.87,104.26,3.61,3.82,107.86,103.85,4.01,27.6,50,32,0.38,3.82,107,103.4,96.5,0.312,0.392,0.548,0.512,15,26.8,0.223,0.486,14.6,72.9,0.208,Toyota Center,"747,412","18,230"
2002,4,Dallas Mavericks,W,57,25,0.695,4.26,112.8,108.22,4.59,4.41,112.91,108.13,4.78,27.6,53,29,0.16,4.41,112.2,107.7,92.8,0.288,0.237,0.553,0.507,11.3,26.1,0.232,0.485,12.9,70.7,0.239,American Airlines Center,"802,783","19,580"
2007,3,Phoenix Suns,W,61,21,0.744,7.3,114.68,106.9,7.78,7.27,114.66,106.9,7.76,27.6,59,23,-0.03,7.28,113.9,106.4,95.6,0.267,0.287,0.59,0.551,13.4,22.7,0.215,0.492,13.6,71.9,0.206,US Airways Center,"755,302","18,422"
2018,22,Dallas Mavericks,W,24,58,0.293,-3.04,106.92,110,-3.08,-2.7,106.96,109.7,-2.74,27.7,33,49,0.34,-2.7,106.3,109.5,95.6,0.217,0.382,0.544,0.513,11.6,18,0.166,0.532,12.9,78.9,0.193,American Airlines Center,"811,453","19,792"
2007,23,Minnesota Timberwolves,W,32,50,0.39,-3.67,104.58,108.64,-4.06,-3.16,104.64,108.15,-3.51,27.7,30,52,0.51,-3.16,103.9,107.9,91,0.291,0.167,0.537,0.49,14.8,25.1,0.231,0.498,13.3,72.1,0.226,Target Center,"655,947","15,999"
2001,18,Indiana Pacers,E,41,41,0.5,-0.2,102.91,103.09,-0.18,-0.77,102.69,103.51,-0.82,27.7,40,42,-0.57,-0.77,102,102.2,89.4,0.312,0.18,0.519,0.471,14.5,27,0.239,0.452,12.8,71.4,0.235,Conseco Fieldhouse,"731,800","17,849"
2004,10,New Jersey Nets,E,47,35,0.573,2.5,101.76,99.05,2.71,1.88,101.52,99.49,2.03,27.7,49,33,-0.63,1.88,100.8,98,89.4,0.291,0.176,0.515,0.471,14.4,25.9,0.219,0.46,15.7,73.9,0.221,Continental Airlines Arena,"613,051","14,952"
2005,9,Sacramento Kings,W,50,32,0.61,2.16,111.02,108.76,2.26,2.55,111.16,108.46,2.7,27.7,47,35,0.4,2.56,110.5,108.2,93,0.287,0.2,0.541,0.496,12,28.8,0.226,0.493,13.3,69,0.214,ARCO Arena (II),"709,997","17,317"
2010,8,Denver Nuggets,W,53,29,0.646,4.09,112.32,108.21,4.11,4.15,112.26,108.06,4.2,27.7,52,30,0.06,4.15,111.8,107.5,94.8,0.376,0.227,0.561,0.509,12.7,26.1,0.29,0.495,13.8,72.4,0.251,Pepsi Center,"737,301","17,983"
2009,8,Denver Nuggets,W,54,28,0.659,3.41,111.03,107.68,3.35,3.13,110.83,107.78,3.05,27.7,50,32,-0.29,3.13,110.4,106.8,94.3,0.382,0.227,0.563,0.512,14.2,27.5,0.29,0.485,14.1,71.7,0.259,Pepsi Center,"706,165","17,224"
2005,3,Dallas Mavericks,W,58,24,0.707,5.74,111.32,104.88,6.44,5.85,111.3,104.76,6.55,27.7,57,25,0.11,5.86,110.3,104.1,92.7,0.346,0.19,0.545,0.492,12.5,28.6,0.273,0.472,14.3,70.2,0.239,American Airlines Center,"822,533","20,062"
2017,24,Sacramento Kings,W,32,50,0.39,-3.88,107.98,112.18,-4.21,-3.29,108.12,111.72,-3.59,27.8,31,51,0.58,-3.29,107.3,111.3,94.9,0.284,0.291,0.556,0.516,13.7,21,0.22,0.528,12.9,76.3,0.227,Golden 1 Center,"721,928","17,608"
2016,15,Houston Rockets,W,41,41,0.5,0.2,109.23,109.1,0.13,0.34,109.26,108.96,0.3,27.8,42,40,0.14,0.34,108.3,108.1,97.6,0.352,0.37,0.553,0.516,14.2,25.7,0.244,0.516,14.7,72.8,0.219,Toyota Center,"737,244","17,982"
2005,21,New Jersey Nets,E,42,40,0.512,-1.5,102.29,104.02,-1.73,-1.82,102.11,104.18,-2.07,27.8,36,46,-0.32,-1.82,101.4,103.1,89.1,0.318,0.187,0.512,0.463,13.7,25.5,0.242,0.479,15.2,73.2,0.278,Continental Airlines Arena,"618,681","15,090"
2015,4,Atlanta Hawks,E,60,22,0.732,5.43,110,103.98,6.02,4.75,109.85,104.56,5.29,27.8,56,26,-0.68,4.75,108.9,103.1,93.9,0.259,0.321,0.563,0.527,13.5,21.4,0.201,0.492,14.9,73.4,0.185,Philips Arena,"713,909","17,412"
2009,2,Boston Celtics,E,62,20,0.756,7.51,111.25,103.02,8.24,7.44,111.21,103.05,8.16,27.8,61,21,-0.07,7.44,110.5,102.3,90.4,0.328,0.214,0.571,0.528,15,27.9,0.251,0.47,14,75.6,0.253,TD Banknorth Garden,"763,584","18,624"
2001,19,Denver Nuggets,W,40,42,0.488,-2.46,104.26,107.03,-2.77,-1.83,104.5,106.57,-2.07,27.9,34,48,0.64,-1.83,103.7,106.3,92.6,0.286,0.21,0.511,0.47,12.8,28.3,0.211,0.476,12.1,71.8,0.223,Pepsi Center,"619,300","15,105"
2017,20,Atlanta Hawks,E,43,39,0.524,-0.85,105.55,106.54,-0.99,-1.23,105.32,106.69,-1.37,27.9,39,43,-0.38,-1.23,104.9,105.7,97.4,0.295,0.309,0.541,0.504,14.2,23.6,0.215,0.507,13.8,76.1,0.179,Philips Arena,"654,306","15,959"
2001,16,Seattle SuperSonics,W,44,38,0.537,0.02,106.53,106.38,0.14,0.55,106.74,106.03,0.71,27.9,41,41,0.52,0.55,105.6,105.6,91.6,0.299,0.176,0.53,0.491,14.3,29.1,0.219,0.488,13.9,69.8,0.199,KeyArena at Seattle Center,"640,847","15,630"
2012,9,Atlanta Hawks,E,40,26,0.606,3.44,105.74,102.04,3.7,2.67,105.57,102.72,2.85,27.9,41,25,-0.77,2.67,104.9,101.2,90.2,0.259,0.249,0.535,0.5,13.4,23.9,0.192,0.48,14.4,74.4,0.186,Philips Arena,"501,593","15,200"
2009,6,Houston Rockets,W,53,29,0.646,4,109.22,104.67,4.55,3.73,108.94,104.69,4.25,27.9,53,29,-0.27,3.73,108.4,104,90.2,0.292,0.254,0.548,0.501,13.6,26.4,0.235,0.479,11.9,75.3,0.192,Toyota Center,"717,669","17,504"
2005,6,Detroit Pistons,E,54,28,0.659,3.87,106.49,102.07,4.42,3.31,106.19,102.38,3.81,27.9,53,29,-0.55,3.31,105.6,101.2,87.2,0.335,0.164,0.519,0.472,13.3,31.2,0.247,0.461,13.5,73,0.207,The Palace of Auburn Hills,"905,116","22,076"
2002,2,Los Angeles Lakers,W,58,24,0.707,7.12,110.29,102.52,7.77,7.15,110.12,102.3,7.82,27.9,60,22,0.03,7.15,109.4,101.7,92.1,0.313,0.21,0.534,0.498,11.8,28.8,0.218,0.453,13,72,0.233,STAPLES Center,"778,777","18,995"
2010,1,Orlando Magic,E,59,23,0.72,7.49,112.13,104,8.13,7.12,112.02,104.28,7.73,27.9,61,21,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205,Amway Arena,"715,901","17,461"
2008,1,Boston Celtics,E,66,16,0.805,10.26,111.1,99.75,11.35,9.31,110.55,100.23,10.32,27.9,67,15,-0.95,9.3,110.2,98.9,90.9,0.346,0.249,0.569,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253,TD Banknorth Garden,"763,584","18,624"
2000,23,Washington Wizards,E,29,53,0.354,-3.28,104.29,107.71,-3.42,-3.47,104.3,107.92,-3.62,28,32,50,-0.19,-3.47,103.5,107,92.7,0.315,0.133,0.521,0.476,14.8,30.6,0.234,0.489,13.9,71.7,0.273,MCI Center,"616,593",
2002,13,Orlando Magic,E,44,38,0.537,1.57,107.71,106.04,1.67,1.25,107.88,106.58,1.3,28,46,36,-0.32,1.25,107,105.3,93.2,0.278,0.241,0.533,0.493,12.6,26.3,0.21,0.486,14.4,69.2,0.215,TD Waterhouse Centre,"621,121","15,149"
2013,14,Chicago Bulls,E,45,37,0.549,0.32,104.23,103.87,0.36,-0.01,104.09,104.1,0,28,42,40,-0.33,-0.02,103.5,103.2,89.3,0.259,0.189,0.512,0.47,13.6,29.4,0.201,0.477,13.2,73.6,0.206,United Center,"896,944","21,877"
2005,4,Miami Heat,E,59,23,0.72,6.52,111.08,103.74,7.33,5.76,110.81,104.31,6.5,28,59,23,-0.76,5.77,110.2,103.1,90.8,0.387,0.198,0.559,0.524,13.1,27,0.26,0.46,12.4,74.1,0.242,AmericanAirlines Arena,"815,143","19,882"
2010,2,Cleveland Cavaliers,E,61,21,0.744,6.52,112.27,105.07,7.21,6.17,112.29,105.47,6.82,28,59,23,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218,Quicken Loans Arena,"843,042","20,562"
2004,14,Golden State Warriors,W,37,45,0.451,-0.73,103.71,104.54,-0.83,-0.07,103.8,103.91,-0.1,28.1,39,43,0.66,-0.07,103,103.8,89.8,0.311,0.197,0.517,0.475,14.1,28.4,0.226,0.476,13.3,72.1,0.211,The Arena in Oakland,"665,648","16,235"
2006,5,Memphis Grizzlies,W,49,33,0.598,3.7,107.11,102.69,4.42,3.74,107.1,102.66,4.44,28.1,52,30,0.05,3.74,105.9,101.6,86.3,0.339,0.258,0.537,0.496,13.9,25.8,0.241,0.469,14.7,72,0.237,FedEx Forum,"647,533","15,793"
2003,9,Los Angeles Lakers,W,50,32,0.61,2.33,107.96,105.55,2.41,2.71,108.18,105.35,2.83,28.1,48,34,0.38,2.71,107.2,104.7,92.5,0.311,0.199,0.528,0.486,13.3,30.2,0.228,0.477,13.4,72.7,0.241,STAPLES Center,"777,888","18,973"
2016,4,Cleveland Cavaliers,E,57,25,0.695,5.99,111.8,105.32,6.48,5.44,111.75,105.85,5.9,28.1,57,25,-0.55,5.45,110.9,104.5,93.3,0.259,0.352,0.558,0.524,12.7,25.1,0.194,0.496,12.6,78.5,0.205,Quicken Loans Arena,"843,042","20,562"
2014,2,Los Angeles Clippers,W,57,25,0.695,6.98,112.89,105.64,7.25,7.27,112.88,105.33,7.56,28.1,59,23,0.3,7.27,112.1,104.8,95.9,0.353,0.291,0.567,0.526,12.7,25,0.258,0.484,13.8,72.5,0.222,STAPLES Center,"787,692","19,212"
2003,1,Dallas Mavericks,W,60,22,0.732,7.78,111.43,102.89,8.54,7.91,111.52,102.85,8.67,28.1,62,20,0.12,7.9,110.7,102.3,92.5,0.257,0.239,0.543,0.498,10.9,25.4,0.213,0.473,14.8,70.9,0.221,American Airlines Center,"816,429","19,913"
2007,2,Dallas Mavericks,W,67,15,0.817,7.22,112.32,104.12,8.2,7.28,112.23,103.98,8.25,28.1,61,21,0.06,7.28,111.3,103.2,89.5,0.317,0.218,0.559,0.509,13.4,28.7,0.256,0.477,14.2,75,0.265,American Airlines Center,"834,411","20,351"
2002,27,Denver Nuggets,W,27,55,0.329,-5.82,102.34,108.68,-6.35,-5.19,102.44,108.08,-5.64,28.2,24,58,0.63,-5.19,101.4,107.8,90.4,0.256,0.187,0.495,0.455,13.6,30.6,0.19,0.492,13.6,69.9,0.245,Pepsi Center,"633,846","15,460"
2009,17,Detroit Pistons,E,39,43,0.476,-0.49,108.21,108.79,-0.58,-0.36,108.34,108.78,-0.44,28.2,40,42,0.13,-0.36,107.4,108,86.7,0.282,0.165,0.524,0.483,11.7,27.9,0.212,0.485,11.7,74,0.248,The Palace of Auburn Hills,"896,971","21,877"
2007,16,New Jersey Nets,E,41,41,0.5,-0.77,106.45,107.43,-0.97,-1,106.49,107.7,-1.22,28.2,39,43,-0.23,-1,105.7,106.6,91.4,0.338,0.263,0.546,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,Continental Airlines Arena,"693,955","16,926"
2000,16,Milwaukee Bucks,E,42,40,0.512,0.22,109.07,108.82,0.25,-0.05,109.15,109.19,-0.05,28.2,42,40,-0.28,-0.06,108.2,107.9,92.7,0.29,0.157,0.539,0.494,13.8,30,0.228,0.496,14.6,69.6,0.254,Bradley Center,"628,605",
2001,15,Charlotte Hornets,E,46,36,0.561,2.1,102.57,100.34,2.23,1.45,102.26,100.73,1.52,28.2,48,34,-0.65,1.45,101.8,99.5,89.4,0.33,0.151,0.506,0.457,13.7,29.8,0.246,0.456,14.1,74.5,0.222,Charlotte Coliseum,"615,424","15,010"
2016,7,Atlanta Hawks,E,48,34,0.585,3.61,105.75,102,3.75,3.49,105.74,102.12,3.62,28.2,51,31,-0.12,3.49,105.1,101.4,97.1,0.237,0.336,0.552,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.194,Philips Arena,"690,150","16,833"
2009,13,New Orleans Hornets,W,49,33,0.598,1.55,109.75,108.07,1.68,1.41,109.6,108.07,1.53,28.2,46,36,-0.14,1.41,108.7,107,87.8,0.288,0.24,0.548,0.501,12.5,24.6,0.232,0.496,13.2,74.9,0.23,New Orleans Arena,"695,727","16,969"
2003,10,Minnesota Timberwolves,W,51,31,0.622,2.07,106.81,104.5,2.31,2.46,106.97,104.23,2.73,28.2,47,35,0.39,2.46,106.1,103.8,91.9,0.268,0.118,0.528,0.488,12.9,28.2,0.206,0.472,12.7,72.9,0.203,Target Center,"643,684","15,700"
2007,4,Houston Rockets,W,52,30,0.634,4.85,106.64,101.31,5.33,5.04,106.43,100.9,5.53,28.2,55,27,0.19,5.04,106,100.7,90.7,0.292,0.29,0.54,0.499,13.6,25.7,0.22,0.466,13.6,77,0.23,Toyota Center,"678,362","16,545"
2001,8,Milwaukee Bucks,E,52,30,0.634,3.88,109.52,105.34,4.18,3.13,109.42,106.06,3.36,28.2,52,30,-0.74,3.14,108.8,104.6,92.1,0.276,0.218,0.542,0.499,12.8,28.1,0.217,0.473,14.4,71.1,0.253,Bradley Center,"683,125","16,662"
2001,7,Philadelphia 76ers,E,56,26,0.683,4.28,104.36,99.73,4.63,3.63,104.09,100.17,3.92,28.2,54,28,-0.65,3.64,103.6,98.9,90.6,0.351,0.124,0.518,0.468,14.7,31.2,0.262,0.46,14.5,72.5,0.186,First Union Center,"805,692","19,651"
2017,1,Golden State Warriors,W,67,15,0.817,11.63,116.26,104.57,11.69,11.35,116.02,104.61,11.41,28.2,67,15,-0.28,11.35,115.6,104,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,0.486,13.5,74.9,0.198,Oracle Arena,"803,436","19,596"
2014,18,New York Knicks,E,37,45,0.451,-0.79,109.27,109.97,-0.7,-1.4,109.25,110.58,-1.33,28.3,39,43,-0.61,-1.4,108.3,109.1,90.3,0.248,0.302,0.541,0.505,12.5,25.1,0.189,0.514,14,74.3,0.245,Madison Square Garden (IV),"812,292","19,812"
2015,16,Indiana Pacers,E,38,44,0.463,0.28,104.44,104.04,0.4,-0.22,104.34,104.48,-0.14,28.3,42,40,-0.51,-0.23,103.5,103.2,93.2,0.266,0.255,0.523,0.484,13.1,24,0.201,0.478,12,77.9,0.217,Bankers Life Fieldhouse,"691,434","16,864"
2000,12,Detroit Pistons,E,42,40,0.512,1.44,108.14,106.54,1.6,1.13,108.18,106.91,1.27,28.3,45,37,-0.31,1.13,107.3,105.8,95.7,0.378,0.184,0.548,0.492,14.3,26.8,0.295,0.499,15.4,71.6,0.249,The Palace of Auburn Hills,"678,470",
2002,14,Charlotte Hornets,E,44,38,0.537,0.96,105.13,104.06,1.07,0.57,105.02,104.4,0.62,28.3,44,38,-0.4,0.57,104.3,103.3,89.7,0.32,0.151,0.513,0.466,13.3,30.6,0.238,0.465,13.3,72.2,0.226,Charlotte Coliseum,"462,738","11,286"
2005,13,Indiana Pacers,E,44,38,0.537,0.76,106.46,105.55,0.91,0.49,106.47,105.85,0.62,28.3,43,39,-0.27,0.49,105.5,104.6,87.2,0.358,0.255,0.534,0.476,14.1,26.4,0.283,0.472,13.6,71.3,0.261,Conseco Fieldhouse,"696,764","16,994"
2004,9,Houston Rockets,W,45,37,0.549,1.73,101.8,99.87,1.93,2.28,101.65,99.13,2.52,28.3,47,35,0.55,2.28,100.9,99,87.8,0.286,0.227,0.528,0.484,16.4,26.5,0.221,0.447,13.1,74.5,0.233,Toyota Center,"640,794","15,629"
2003,12,Philadelphia 76ers,E,48,34,0.585,2.3,105.78,103.26,2.52,1.76,105.6,103.68,1.93,28.3,48,34,-0.55,1.76,105,102.5,91.4,0.339,0.119,0.52,0.466,13.7,30.3,0.263,0.488,16.2,72.7,0.243,First Union Center,"807,097","19,685"
2008,7,Houston Rockets,W,55,27,0.671,4.68,107.47,102.17,5.3,4.83,107.3,101.85,5.45,28.3,55,27,0.15,4.83,106.8,101.6,90.4,0.276,0.255,0.528,0.492,13,29.1,0.2,0.465,12.8,74.8,0.214,Toyota Center,"718,524","17,525"
2012,4,Miami Heat,E,46,20,0.697,5.98,107.66,101.1,6.56,5.72,107.97,101.71,6.26,28.3,47,19,-0.27,5.72,106.6,100.2,91.2,0.307,0.198,0.549,0.505,14.5,26.6,0.238,0.479,15.8,73.9,0.2,AmericanAirlines Arena,"657,855","19,935"
